date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
01:21:13	0/0	---M--	302	error ('Found')	text/html	date:Fri,%2012%20Jan%202024%2023:21:12%20GMT	http://localhost:8080/blogs/shop/?add-to-cart=85&random-post=1	C:/My%20Web%20Sites/blogs/localhost_8080/blogs/shop/indexdc72.html	(from http://localhost:8080/blogs/shop/?add-to-cart=85)
01:21:18	9169/9169	---MC-	200	added ('OK')	application/json	date:Fri,%2012%20Jan%202024%2023:21:14%20GMT	http://localhost:8080/blogs/wp-json/wp/v2/product/58	C:/My%20Web%20Sites/blogs/localhost_8080/blogs/wp-json/wp/v2/product/58.json	(from http://localhost:8080/blogs/product/belt/)
01:21:21	728/728	---M--	200	added ('OK')	application/rss+xml	etag:%22d31f5f186db055384ac05b1c6641226f%22	http://localhost:8080/blogs/product/belt/feed/	C:/My%20Web%20Sites/blogs/localhost_8080/blogs/product/belt/feed/index.html	(from http://localhost:8080/blogs/product/belt/)
01:21:23	2253/2253	---M--	200	added ('OK')	application/json	date:Fri,%2012%20Jan%202024%2023:21:21%20GMT	http://localhost:8080/blogs/wp-json/oembed/1.0/embed?url=http%3A%2F%2Flocalhost%3A8080%2Fblogs%2Fproduct%2Fbelt%2F	C:/My%20Web%20Sites/blogs/localhost_8080/blogs/wp-json/oembed/1.0/embedbabf.json	(from http://localhost:8080/blogs/product/belt/)
01:21:23	308599/308599	---MC-	200	added ('OK')	text/html	date:Fri,%2012%20Jan%202024%2023:21:10%20GMT	http://localhost:8080/blogs/cart/?remove_item=642e92efb79421734881b53e1e1b18b6&_wpnonce=a6cb96d223	C:/My%20Web%20Sites/blogs/localhost_8080/blogs/cart/indexb35b.html	(from http://localhost:8080/blogs/shop/?add-to-cart=48)
01:21:25	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2012%20Jan%202024%2023:21:23%20GMT	http://localhost:8080/blogs/?p=58	C:/My%20Web%20Sites/blogs/localhost_8080/blogs/indexe9b4.html	(from http://localhost:8080/blogs/product/belt/)
01:21:25	2399/2399	---M--	200	added ('OK')	text/xml	date:Fri,%2012%20Jan%202024%2023:21:23%20GMT	http://localhost:8080/blogs/wp-json/oembed/1.0/embed?url=http%3A%2F%2Flocalhost%3A8080%2Fblogs%2Fproduct%2Fbelt%2F&format=xml	C:/My%20Web%20Sites/blogs/localhost_8080/blogs/wp-json/oembed/1.0/embed2719	(from http://localhost:8080/blogs/product/belt/)
01:21:25	308599/308599	---MC-	200	added ('OK')	text/html	date:Fri,%2012%20Jan%202024%2023:21:12%20GMT	http://localhost:8080/blogs/cart/?remove_item=3ef815416f775098fe977004015c6193&_wpnonce=0b93431763	C:/My%20Web%20Sites/blogs/localhost_8080/blogs/cart/index4695.html	(from http://localhost:8080/blogs/shop/?add-to-cart=85)
01:21:26	0/0	---M--	302	error ('Found')	text/html	date:Fri,%2012%20Jan%202024%2023:21:25%20GMT	http://localhost:8080/blogs/product/belt/?random-post=1	C:/My%20Web%20Sites/blogs/localhost_8080/blogs/product/belt/indexa52e.html	(from http://localhost:8080/blogs/product/belt/)
01:21:27	0/0	---M--	302	error ('Found')	text/html	date:Fri,%2012%20Jan%202024%2023:21:25%20GMT	http://localhost:8080/blogs/shop/?add-to-cart=58&random-post=1	C:/My%20Web%20Sites/blogs/localhost_8080/blogs/shop/index1069.html	(from http://localhost:8080/blogs/shop/?add-to-cart=58)
01:21:29	725/725	---M--	200	added ('OK')	application/rss+xml	etag:%22d31f5f186db055384ac05b1c6641226f%22	http://localhost:8080/blogs/product/cap/feed/	C:/My%20Web%20Sites/blogs/localhost_8080/blogs/product/cap/feed/index.html	(from http://localhost:8080/blogs/product/cap/)
01:21:32	0/0	---M--	302	error ('Moved%20Temporarily')	text/html	date:Fri,%2012%20Jan%202024%2023:19:11%20GMT	https://connect.ok.ru/dk?st.cmd=WidgetSharePreview&st.shareUrl=http://localhost:8080/blogs/2024/01/12/game-on-unleashing-the-spirit-of-sportsmanship-and-victory/&description=Game%20On%3A%20Unleashing%20the%20Spirit%20of%20Sportsmanship%20and%20Victory&media=http://localhost:8080/blogs/wp-content/uploads/2024/01/38e1b84187a.jpg	C:/My%20Web%20Sites/blogs/connect.ok.ru/dk7b3d	(from http://localhost:8080/blogs/2024/01/12/game-on-unleashing-the-spirit-of-sportsmanship-and-victory/)
01:21:32	2248/2248	---M--	200	added ('OK')	application/json	date:Fri,%2012%20Jan%202024%2023:21:29%20GMT	http://localhost:8080/blogs/wp-json/oembed/1.0/embed?url=http%3A%2F%2Flocalhost%3A8080%2Fblogs%2Fproduct%2Fcap%2F	C:/My%20Web%20Sites/blogs/localhost_8080/blogs/wp-json/oembed/1.0/embed4f89.json	(from http://localhost:8080/blogs/product/cap/)
01:21:32	9143/9143	---MC-	200	added ('OK')	application/json	date:Fri,%2012%20Jan%202024%2023:21:26%20GMT	http://localhost:8080/blogs/wp-json/wp/v2/product/60	C:/My%20Web%20Sites/blogs/localhost_8080/blogs/wp-json/wp/v2/product/60.json	(from http://localhost:8080/blogs/product/cap/)
01:21:34	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2012%20Jan%202024%2023:21:32%20GMT	http://localhost:8080/blogs/?p=60	C:/My%20Web%20Sites/blogs/localhost_8080/blogs/index0721.html	(from http://localhost:8080/blogs/product/cap/)
01:21:34	308599/308599	---MC-	200	added ('OK')	text/html	date:Fri,%2012%20Jan%202024%2023:21:25%20GMT	http://localhost:8080/blogs/cart/?remove_item=66f041e16a60928b05a7e228a89c3799&_wpnonce=b9db965284	C:/My%20Web%20Sites/blogs/localhost_8080/blogs/cart/index9177.html	(from http://localhost:8080/blogs/shop/?add-to-cart=58)
01:21:34	2394/2394	---M--	200	added ('OK')	text/xml	date:Fri,%2012%20Jan%202024%2023:21:32%20GMT	http://localhost:8080/blogs/wp-json/oembed/1.0/embed?url=http%3A%2F%2Flocalhost%3A8080%2Fblogs%2Fproduct%2Fcap%2F&format=xml	C:/My%20Web%20Sites/blogs/localhost_8080/blogs/wp-json/oembed/1.0/embeda356	(from http://localhost:8080/blogs/product/cap/)
01:21:36	0/0	---M--	302	error ('Found')	text/html	date:Fri,%2012%20Jan%202024%2023:21:34%20GMT	http://localhost:8080/blogs/product/cap/?random-post=1	C:/My%20Web%20Sites/blogs/localhost_8080/blogs/product/cap/indexa52e.html	(from http://localhost:8080/blogs/product/cap/)
01:21:36	0/0	---M--	302	error ('Found')	text/html	date:Fri,%2012%20Jan%202024%2023:21:34%20GMT	http://localhost:8080/blogs/shop/?add-to-cart=60&random-post=1	C:/My%20Web%20Sites/blogs/localhost_8080/blogs/shop/index650d.html	(from http://localhost:8080/blogs/shop/?add-to-cart=60)
01:21:37	9254/9254	---MC-	200	added ('OK')	application/json	date:Fri,%2012%20Jan%202024%2023:21:34%20GMT	http://localhost:8080/blogs/wp-json/wp/v2/product/45	C:/My%20Web%20Sites/blogs/localhost_8080/blogs/wp-json/wp/v2/product/45.json	(from http://localhost:8080/blogs/product/hoodie/)
01:21:38	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2012%20Jan%202024%2023:21:37%20GMT	http://localhost:8080/blogs/?p=45	C:/My%20Web%20Sites/blogs/localhost_8080/blogs/index5e74.html	(from http://localhost:8080/blogs/product/hoodie/)
01:21:40	734/734	---M--	200	added ('OK')	application/rss+xml	etag:%22d31f5f186db055384ac05b1c6641226f%22	http://localhost:8080/blogs/product/hoodie/feed/	C:/My%20Web%20Sites/blogs/localhost_8080/blogs/product/hoodie/feed/index.html	(from http://localhost:8080/blogs/product/hoodie/)
01:21:40	2265/2265	---M--	200	added ('OK')	application/json	date:Fri,%2012%20Jan%202024%2023:21:36%20GMT	http://localhost:8080/blogs/wp-json/oembed/1.0/embed?url=http%3A%2F%2Flocalhost%3A8080%2Fblogs%2Fproduct%2Fhoodie%2F	C:/My%20Web%20Sites/blogs/localhost_8080/blogs/wp-json/oembed/1.0/embedf8f3.json	(from http://localhost:8080/blogs/product/hoodie/)
01:21:42	2411/2411	---M--	200	added ('OK')	text/xml	date:Fri,%2012%20Jan%202024%2023:21:40%20GMT	http://localhost:8080/blogs/wp-json/oembed/1.0/embed?url=http%3A%2F%2Flocalhost%3A8080%2Fblogs%2Fproduct%2Fhoodie%2F&format=xml	C:/My%20Web%20Sites/blogs/localhost_8080/blogs/wp-json/oembed/1.0/embed2629	(from http://localhost:8080/blogs/product/hoodie/)
01:21:44	0/0	---M--	302	error ('Found')	text/html	date:Fri,%2012%20Jan%202024%2023:21:42%20GMT	http://localhost:8080/blogs/product/hoodie/?random-post=1	C:/My%20Web%20Sites/blogs/localhost_8080/blogs/product/hoodie/indexa52e.html	(from http://localhost:8080/blogs/product/hoodie/)
01:21:44	0/0	---M--	302	error ('Found')	text/html	date:Fri,%2012%20Jan%202024%2023:21:42%20GMT	http://localhost:8080/blogs/shop/?add-to-cart=45&random-post=1	C:/My%20Web%20Sites/blogs/localhost_8080/blogs/shop/indexd588.html	(from http://localhost:8080/blogs/shop/?add-to-cart=45)
01:21:44	308599/308599	---MC-	200	added ('OK')	text/html	date:Fri,%2012%20Jan%202024%2023:21:34%20GMT	http://localhost:8080/blogs/cart/?remove_item=072b030ba126b2f4b2374f342be9ed44&_wpnonce=94c96e076b	C:/My%20Web%20Sites/blogs/localhost_8080/blogs/cart/indexd8b6.html	(from http://localhost:8080/blogs/shop/?add-to-cart=60)
01:21:47	764/764	---M--	200	added ('OK')	application/rss+xml	etag:%22d31f5f186db055384ac05b1c6641226f%22	http://localhost:8080/blogs/product/hoodie-with-logo/feed/	C:/My%20Web%20Sites/blogs/localhost_8080/blogs/product/hoodie-with-logo/feed/index.html	(from http://localhost:8080/blogs/product/hoodie-with-logo/)
01:21:49	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2012%20Jan%202024%2023:21:48%20GMT	http://localhost:8080/blogs/?p=46	C:/My%20Web%20Sites/blogs/localhost_8080/blogs/index7ea6.html	(from http://localhost:8080/blogs/product/hoodie-with-logo/)
01:21:50	2313/2313	---M--	200	added ('OK')	application/json	date:Fri,%2012%20Jan%202024%2023:21:47%20GMT	http://localhost:8080/blogs/wp-json/oembed/1.0/embed?url=http%3A%2F%2Flocalhost%3A8080%2Fblogs%2Fproduct%2Fhoodie-with-logo%2F	C:/My%20Web%20Sites/blogs/localhost_8080/blogs/wp-json/oembed/1.0/embeddadf.json	(from http://localhost:8080/blogs/product/hoodie-with-logo/)
01:21:52	2459/2459	---M--	200	added ('OK')	text/xml	date:Fri,%2012%20Jan%202024%2023:21:49%20GMT	http://localhost:8080/blogs/wp-json/oembed/1.0/embed?url=http%3A%2F%2Flocalhost%3A8080%2Fblogs%2Fproduct%2Fhoodie-with-logo%2F&format=xml	C:/My%20Web%20Sites/blogs/localhost_8080/blogs/wp-json/oembed/1.0/embed0c71	(from http://localhost:8080/blogs/product/hoodie-with-logo/)
01:21:52	308599/308599	---MC-	200	added ('OK')	text/html	date:Fri,%2012%20Jan%202024%2023:21:42%20GMT	http://localhost:8080/blogs/cart/?remove_item=6c8349cc7260ae62e3b1396831a8398f&_wpnonce=3bb2911c59	C:/My%20Web%20Sites/blogs/localhost_8080/blogs/cart/index9cde.html	(from http://localhost:8080/blogs/shop/?add-to-cart=45)
01:21:52	9508/9508	---MC-	200	added ('OK')	application/json	date:Fri,%2012%20Jan%202024%2023:21:44%20GMT	http://localhost:8080/blogs/wp-json/wp/v2/product/46	C:/My%20Web%20Sites/blogs/localhost_8080/blogs/wp-json/wp/v2/product/46.json	(from http://localhost:8080/blogs/product/hoodie-with-logo/)
01:21:53	0/0	---M--	302	error ('Found')	text/html	date:Fri,%2012%20Jan%202024%2023:21:51%20GMT	http://localhost:8080/blogs/product/hoodie-with-logo/?random-post=1	C:/My%20Web%20Sites/blogs/localhost_8080/blogs/product/hoodie-with-logo/indexa52e.html	(from http://localhost:8080/blogs/product/hoodie-with-logo/)
01:21:54	0/0	---M--	302	error ('Found')	text/html	date:Fri,%2012%20Jan%202024%2023:21:52%20GMT	http://localhost:8080/blogs/shop/?add-to-cart=46&random-post=1	C:/My%20Web%20Sites/blogs/localhost_8080/blogs/shop/index2c1e.html	(from http://localhost:8080/blogs/shop/?add-to-cart=46)
01:21:54	770/770	---M--	200	added ('OK')	application/rss+xml	etag:%22d31f5f186db055384ac05b1c6641226f%22	http://localhost:8080/blogs/product/hoodie-with-pocket/feed/	C:/My%20Web%20Sites/blogs/localhost_8080/blogs/product/hoodie-with-pocket/feed/index.html	(from http://localhost:8080/blogs/product/hoodie-with-pocket/)
01:21:56	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2012%20Jan%202024%2023:21:55%20GMT	http://localhost:8080/blogs/?p=64	C:/My%20Web%20Sites/blogs/localhost_8080/blogs/index8cd4.html	(from http://localhost:8080/blogs/product/hoodie-with-pocket/)
01:22:00	2323/2323	---M--	200	added ('OK')	application/json	date:Fri,%2012%20Jan%202024%2023:21:55%20GMT	http://localhost:8080/blogs/wp-json/oembed/1.0/embed?url=http%3A%2F%2Flocalhost%3A8080%2Fblogs%2Fproduct%2Fhoodie-with-pocket%2F	C:/My%20Web%20Sites/blogs/localhost_8080/blogs/wp-json/oembed/1.0/embed201a.json	(from http://localhost:8080/blogs/product/hoodie-with-pocket/)
01:22:00	9533/9533	---MC-	200	added ('OK')	application/json	date:Fri,%2012%20Jan%202024%2023:21:53%20GMT	http://localhost:8080/blogs/wp-json/wp/v2/product/64	C:/My%20Web%20Sites/blogs/localhost_8080/blogs/wp-json/wp/v2/product/64.json	(from http://localhost:8080/blogs/product/hoodie-with-pocket/)
01:22:00	2469/2469	---M--	200	added ('OK')	text/xml	date:Fri,%2012%20Jan%202024%2023:21:59%20GMT	http://localhost:8080/blogs/wp-json/oembed/1.0/embed?url=http%3A%2F%2Flocalhost%3A8080%2Fblogs%2Fproduct%2Fhoodie-with-pocket%2F&format=xml	C:/My%20Web%20Sites/blogs/localhost_8080/blogs/wp-json/oembed/1.0/embed3a95	(from http://localhost:8080/blogs/product/hoodie-with-pocket/)
01:22:01	308599/308599	---MC-	200	added ('OK')	text/html	date:Fri,%2012%20Jan%202024%2023:21:52%20GMT	http://localhost:8080/blogs/cart/?remove_item=d9d4f495e875a2e075a1a4a6e1b9770f&_wpnonce=e38f80b31f	C:/My%20Web%20Sites/blogs/localhost_8080/blogs/cart/index3953.html	(from http://localhost:8080/blogs/shop/?add-to-cart=46)
01:22:02	0/0	---M--	302	error ('Found')	text/html	date:Fri,%2012%20Jan%202024%2023:22:01%20GMT	http://localhost:8080/blogs/product/hoodie-with-pocket/?random-post=1	C:/My%20Web%20Sites/blogs/localhost_8080/blogs/product/hoodie-with-pocket/indexa52e.html	(from http://localhost:8080/blogs/product/hoodie-with-pocket/)
01:22:02	0/0	---M--	302	error ('Found')	text/html	date:Fri,%2012%20Jan%202024%2023:22:01%20GMT	http://localhost:8080/blogs/shop/?add-to-cart=64&random-post=1	C:/My%20Web%20Sites/blogs/localhost_8080/blogs/shop/index03a3.html	(from http://localhost:8080/blogs/shop/?add-to-cart=64)
01:22:05	770/770	---M--	200	added ('OK')	application/rss+xml	etag:%22d31f5f186db055384ac05b1c6641226f%22	http://localhost:8080/blogs/product/hoodie-with-zipper/feed/	C:/My%20Web%20Sites/blogs/localhost_8080/blogs/product/hoodie-with-zipper/feed/index.html	(from http://localhost:8080/blogs/product/hoodie-with-zipper/)
01:22:07	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2012%20Jan%202024%2023:22:05%20GMT	http://localhost:8080/blogs/?p=66	C:/My%20Web%20Sites/blogs/localhost_8080/blogs/index4f61.html	(from http://localhost:8080/blogs/product/hoodie-with-zipper/)
01:22:08	308599/308599	---MC-	200	added ('OK')	text/html	date:Fri,%2012%20Jan%202024%2023:22:01%20GMT	http://localhost:8080/blogs/cart/?remove_item=ea5d2f1c4608232e07d3aa3d998e5135&_wpnonce=523815e04a	C:/My%20Web%20Sites/blogs/localhost_8080/blogs/cart/index0866.html	(from http://localhost:8080/blogs/shop/?add-to-cart=64)
01:22:08	2323/2323	---M--	200	added ('OK')	application/json	date:Fri,%2012%20Jan%202024%2023:22:05%20GMT	http://localhost:8080/blogs/wp-json/oembed/1.0/embed?url=http%3A%2F%2Flocalhost%3A8080%2Fblogs%2Fproduct%2Fhoodie-with-zipper%2F	C:/My%20Web%20Sites/blogs/localhost_8080/blogs/wp-json/oembed/1.0/embed7c2f.json	(from http://localhost:8080/blogs/product/hoodie-with-zipper/)
01:22:08	9533/9533	---MC-	200	added ('OK')	application/json	date:Fri,%2012%20Jan%202024%2023:22:02%20GMT	http://localhost:8080/blogs/wp-json/wp/v2/product/66	C:/My%20Web%20Sites/blogs/localhost_8080/blogs/wp-json/wp/v2/product/66.json	(from http://localhost:8080/blogs/product/hoodie-with-zipper/)
01:22:09	2469/2469	---M--	200	added ('OK')	text/xml	date:Fri,%2012%20Jan%202024%2023:22:07%20GMT	http://localhost:8080/blogs/wp-json/oembed/1.0/embed?url=http%3A%2F%2Flocalhost%3A8080%2Fblogs%2Fproduct%2Fhoodie-with-zipper%2F&format=xml	C:/My%20Web%20Sites/blogs/localhost_8080/blogs/wp-json/oembed/1.0/embed0593	(from http://localhost:8080/blogs/product/hoodie-with-zipper/)
01:22:11	0/0	---M--	302	error ('Found')	text/html	date:Fri,%2012%20Jan%202024%2023:22:09%20GMT	http://localhost:8080/blogs/shop/?add-to-cart=66&random-post=1	C:/My%20Web%20Sites/blogs/localhost_8080/blogs/shop/index0e34.html	(from http://localhost:8080/blogs/shop/?add-to-cart=66)
01:22:12	0/0	---M--	302	error ('Found')	text/html	date:Fri,%2012%20Jan%202024%2023:22:09%20GMT	http://localhost:8080/blogs/product/hoodie-with-zipper/?random-post=1	C:/My%20Web%20Sites/blogs/localhost_8080/blogs/product/hoodie-with-zipper/indexa52e.html	(from http://localhost:8080/blogs/product/hoodie-with-zipper/)
01:22:12	9455/9455	---MC-	200	added ('OK')	application/json	date:Fri,%2012%20Jan%202024%2023:22:09%20GMT	http://localhost:8080/blogs/wp-json/wp/v2/product/68	C:/My%20Web%20Sites/blogs/localhost_8080/blogs/wp-json/wp/v2/product/68.json	(from http://localhost:8080/blogs/product/long-sleeve-tee/)
01:22:15	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2012%20Jan%202024%2023:22:12%20GMT	http://localhost:8080/blogs/?p=68	C:/My%20Web%20Sites/blogs/localhost_8080/blogs/index7ef4.html	(from http://localhost:8080/blogs/product/long-sleeve-tee/)
01:22:15	761/761	---M--	200	added ('OK')	application/rss+xml	etag:%22d31f5f186db055384ac05b1c6641226f%22	http://localhost:8080/blogs/product/long-sleeve-tee/feed/	C:/My%20Web%20Sites/blogs/localhost_8080/blogs/product/long-sleeve-tee/feed/index.html	(from http://localhost:8080/blogs/product/long-sleeve-tee/)
01:22:15	2308/2308	---M--	200	added ('OK')	application/json	date:Fri,%2012%20Jan%202024%2023:22:12%20GMT	http://localhost:8080/blogs/wp-json/oembed/1.0/embed?url=http%3A%2F%2Flocalhost%3A8080%2Fblogs%2Fproduct%2Flong-sleeve-tee%2F	C:/My%20Web%20Sites/blogs/localhost_8080/blogs/wp-json/oembed/1.0/embed687a.json	(from http://localhost:8080/blogs/product/long-sleeve-tee/)
01:22:17	2454/2454	---M--	200	added ('OK')	text/xml	date:Fri,%2012%20Jan%202024%2023:22:15%20GMT	http://localhost:8080/blogs/wp-json/oembed/1.0/embed?url=http%3A%2F%2Flocalhost%3A8080%2Fblogs%2Fproduct%2Flong-sleeve-tee%2F&format=xml	C:/My%20Web%20Sites/blogs/localhost_8080/blogs/wp-json/oembed/1.0/embed62a7	(from http://localhost:8080/blogs/product/long-sleeve-tee/)
01:22:19	308599/308599	---MC-	200	added ('OK')	text/html	date:Fri,%2012%20Jan%202024%2023:22:09%20GMT	http://localhost:8080/blogs/cart/?remove_item=3295c76acbf4caaed33c36b1b5fc2cb1&_wpnonce=f496a888f7	C:/My%20Web%20Sites/blogs/localhost_8080/blogs/cart/indexe151.html	(from http://localhost:8080/blogs/shop/?add-to-cart=66)
01:22:20	0/0	---M--	302	error ('Found')	text/html	date:Fri,%2012%20Jan%202024%2023:22:18%20GMT	http://localhost:8080/blogs/product/long-sleeve-tee/?random-post=1	C:/My%20Web%20Sites/blogs/localhost_8080/blogs/product/long-sleeve-tee/indexa52e.html	(from http://localhost:8080/blogs/product/long-sleeve-tee/)
01:22:21	9169/9169	---MC-	200	added ('OK')	application/json	date:Fri,%2012%20Jan%202024%2023:22:18%20GMT	http://localhost:8080/blogs/wp-json/wp/v2/product/70	C:/My%20Web%20Sites/blogs/localhost_8080/blogs/wp-json/wp/v2/product/70.json	(from http://localhost:8080/blogs/product/polo/)
01:22:22	0/0	---M--	302	error ('Found')	text/html	date:Fri,%2012%20Jan%202024%2023:22:19%20GMT	http://localhost:8080/blogs/shop/?add-to-cart=68&random-post=1	C:/My%20Web%20Sites/blogs/localhost_8080/blogs/shop/indexcd96.html	(from http://localhost:8080/blogs/shop/?add-to-cart=68)
01:22:23	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2012%20Jan%202024%2023:22:22%20GMT	http://localhost:8080/blogs/?p=70	C:/My%20Web%20Sites/blogs/localhost_8080/blogs/index3f3a.html	(from http://localhost:8080/blogs/product/polo/)
01:22:23	728/728	---M--	200	added ('OK')	application/rss+xml	etag:%22d31f5f186db055384ac05b1c6641226f%22	http://localhost:8080/blogs/product/polo/feed/	C:/My%20Web%20Sites/blogs/localhost_8080/blogs/product/polo/feed/index.html	(from http://localhost:8080/blogs/product/polo/)
01:22:23	2253/2253	---M--	200	added ('OK')	application/json	date:Fri,%2012%20Jan%202024%2023:22:21%20GMT	http://localhost:8080/blogs/wp-json/oembed/1.0/embed?url=http%3A%2F%2Flocalhost%3A8080%2Fblogs%2Fproduct%2Fpolo%2F	C:/My%20Web%20Sites/blogs/localhost_8080/blogs/wp-json/oembed/1.0/embedcd16.json	(from http://localhost:8080/blogs/product/polo/)
01:22:26	2399/2399	---M--	200	added ('OK')	text/xml	date:Fri,%2012%20Jan%202024%2023:22:24%20GMT	http://localhost:8080/blogs/wp-json/oembed/1.0/embed?url=http%3A%2F%2Flocalhost%3A8080%2Fblogs%2Fproduct%2Fpolo%2F&format=xml	C:/My%20Web%20Sites/blogs/localhost_8080/blogs/wp-json/oembed/1.0/embedefa1	(from http://localhost:8080/blogs/product/polo/)
01:22:28	0/0	---M--	302	error ('Found')	text/html	date:Fri,%2012%20Jan%202024%2023:22:26%20GMT	http://localhost:8080/blogs/product/polo/?random-post=1	C:/My%20Web%20Sites/blogs/localhost_8080/blogs/product/polo/indexa52e.html	(from http://localhost:8080/blogs/product/polo/)
01:22:28	0/0	---M--	302	error ('Found')	text/html	date:Fri,%2012%20Jan%202024%2023:22:26%20GMT	http://localhost:8080/blogs/shop/?add-to-cart=70&random-post=1	C:/My%20Web%20Sites/blogs/localhost_8080/blogs/shop/index60f5.html	(from http://localhost:8080/blogs/shop/?add-to-cart=70)
01:22:28	308599/308599	---MC-	200	added ('OK')	text/html	date:Fri,%2012%20Jan%202024%2023:22:18%20GMT	http://localhost:8080/blogs/cart/?remove_item=a3f390d88e4c41f2747bfa2f1b5f87db&_wpnonce=7a706dc501	C:/My%20Web%20Sites/blogs/localhost_8080/blogs/cart/index9f80.html	(from http://localhost:8080/blogs/shop/?add-to-cart=68)
01:22:31	911/911	---M--	200	added ('OK')	application/rss+xml	etag:%22d31f5f186db055384ac05b1c6641226f%22	http://localhost:8080/blogs/product-category/uncategorized/feed/	C:/My%20Web%20Sites/blogs/localhost_8080/blogs/product-category/uncategorized/feed/index.html	(from http://localhost:8080/blogs/product-category/uncategorized/)
01:22:32	7342/7342	---M--	200	added ('OK')	application/json	date:Fri,%2012%20Jan%202024%2023:22:28%20GMT	http://localhost:8080/blogs/wp-json/wp/v2/product_cat/15	C:/My%20Web%20Sites/blogs/localhost_8080/blogs/wp-json/wp/v2/product_cat/15.json	(from http://localhost:8080/blogs/product-category/uncategorized/)
01:22:32	0/0	---M--	302	error ('Found')	text/html	date:Fri,%2012%20Jan%202024%2023:22:31%20GMT	http://localhost:8080/blogs/product-category/uncategorized/?random-post=1	C:/My%20Web%20Sites/blogs/localhost_8080/blogs/product-category/uncategorized/indexa52e.html	(from http://localhost:8080/blogs/product-category/uncategorized/)
01:22:33	0/0	---M--	302	error ('Found')	text/html	date:Fri,%2012%20Jan%202024%2023:22:32%20GMT	http://localhost:8080/blogs/my-account/?random-post=1	C:/My%20Web%20Sites/blogs/localhost_8080/blogs/my-account/indexa52e.html	(from http://localhost:8080/blogs/my-account/)
01:22:34	308599/308599	---MC-	200	added ('OK')	text/html	date:Fri,%2012%20Jan%202024%2023:22:26%20GMT	http://localhost:8080/blogs/cart/?remove_item=7cbbc409ec990f19c78c75bd1e06f215&_wpnonce=a6c62184ac	C:/My%20Web%20Sites/blogs/localhost_8080/blogs/cart/index264a.html	(from http://localhost:8080/blogs/shop/?add-to-cart=70)
01:22:34	2248/2248	---M-Z	200	added ('OK')	text/plain	date:Fri,%2012%20Jan%202024%2023:22:32%20GMT	https://www.pinterest.com/robots.txt		(from https://pinterest.com/pin/create/button/?url=http://localhost:8080/blogs/2024/01/12/pinnacle-pursuits-a-chronicle-of-sporting-excellence/&description=Pinnacle%20Pursuits%3A%20A%20Chronicle%20of%20Sporting%20Excellence&media=http://localhost:8080/blogs/wp-content/uploads/2024/01/96a398b46aq.jpg)
01:22:35	45802/45802	---M-Z	200	added ('OK')	application/javascript	etag:%226f00994bb8d97231cecd9db8dc5e8e0e%22	https://s.pinimg.com/webapp/runtime-a99f9f36eff1f837.js	C:/My%20Web%20Sites/blogs/s.pinimg.com/webapp/runtime-a99f9f36eff1f837.js	(from https://www.pinterest.com/pin/create/button/?url=http://localhost:8080/blogs/2024/01/12/pinnacle-pursuits-a-chronicle-of-sporting-excellence/%26description=Pinnacle%20Pursuits%3A%20A%20Chronicle%20of%20Sporting%20Excellence%26media=http://localhost:8080/blogs/wp-content/uploads/2024/01/96a398b46aq.jpg)
01:22:35	148946/148946	---M-Z	200	added ('OK')	application/javascript	etag:%223c1ec829026f5d5c1f6a3ec684ce413c%22	https://s.pinimg.com/webapp/polyfills-6a858792b861f9f3.js	C:/My%20Web%20Sites/blogs/s.pinimg.com/webapp/polyfills-6a858792b861f9f3.js	(from https://www.pinterest.com/pin/create/button/?url=http://localhost:8080/blogs/2024/01/12/pinnacle-pursuits-a-chronicle-of-sporting-excellence/%26description=Pinnacle%20Pursuits%3A%20A%20Chronicle%20of%20Sporting%20Excellence%26media=http://localhost:8080/blogs/wp-content/uploads/2024/01/96a398b46aq.jpg)
01:22:35	847771/847771	---M-Z	200	added ('OK')	application/javascript	etag:%228502005879ba4894d0bf19356429daa4%22	https://s.pinimg.com/webapp/75481-e132d7125dcf9b23.js	C:/My%20Web%20Sites/blogs/s.pinimg.com/webapp/75481-e132d7125dcf9b23.js	(from https://www.pinterest.com/pin/create/button/?url=http://localhost:8080/blogs/2024/01/12/pinnacle-pursuits-a-chronicle-of-sporting-excellence/%26description=Pinnacle%20Pursuits%3A%20A%20Chronicle%20of%20Sporting%20Excellence%26media=http://localhost:8080/blogs/wp-content/uploads/2024/01/96a398b46aq.jpg)
